data_collection_year,geo_level_1,geo_level_2,geo_level_3,geo_level_4,geo_level_5,geo_level_6,geo_level_7,water_point_id,num_families_in_community,families_with_access_to_improved_water,families_without_access_to_improved_water,water_point_type,age_since_original_construction,risk_based_on_age,risk_based_on_current_condition,level_of_service,level_of_priority_to_repair_or_replace,level_of_service_score,alert,components,recommended_activity,remaining_lifespan_of_spring_protection,remaining_lifespan_of_taps,remaining_lifespan_of_well,remaining_lifespan_of_pump,remaining_lifespan_of_apron,state_of_spring_protection,state_of_taps,state_of_well,state_of_pump,state_of_apron,overall_state_of_water_point,water_point_improved,source_protected,number_of_users_meets_govt_standard,adequate_water_quality,adequate_water_quantity,out_of_service_one_day_or_less_in_past_month,water_available_from_point_on_day_of_visit,water_point_in_good_overall_condition,presense_of_spring_protection,year_spring_protection_constructed_or_reconstructed,presense_of_tap,year_taps_constructed_or_reconstructed,presense_of_well,year_well_constructed_or_reconstructed,presense_of_pump,year_pump_constructed_or_reconstructed,presense_of_apron,year_apron_constructed_or_reconstructed,days_out_of_service_in_last_year
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1975,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-22,-32,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1975,1,1975,1,2012,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2007,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2007,1,2007,1,2007,16
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2012,1,2012,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2001,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,4,-6,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2001,1,2001,1,2012,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2011,1,2011,1,2011,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1980,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-17,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1980,1,2016,1,2016,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,1996,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-1,-1,-1, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1996,1,2006,1,1996,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2017,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,20,10,20, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2017,1,2017,1,2017,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Tara Direct Action Pump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1980,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-17,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1980,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2000,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,3,-7,3, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2000,1,2000,1,2000,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6, , , ,1,1, ,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,0, ,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2009,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,12,2,12, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2009,1,2009,1,2009,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),1980,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-17,-27,-17, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,1980,1,1980,1,1980,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2014,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2014,1,2014,1,2014,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2011,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2011,1,2011,1,2011,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,2007,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,10,0,10, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2007,1,2007,1,2007,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2014,1,2014,1,2014,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2015,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,18,8,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2015,1,2015,1,2015,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1990,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump, Apron",Further Technical Diagnostic Needed , , ,-7,-17,-7, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,1990,1,1990,1,1990,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Temple Pump (Mandir Pump),1988,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-9,-19,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1988,1,1988,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Phe 6 Handpump,1993,High Risk,Low Risk,Intermediate Level of Service,Medium Priority,6,Consider Replacing Aging Components,"Well, Pump,  ",Further Technical Diagnostic Needed , , ,-4,-14,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1993,1,1993,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2012,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2012,1,2012,1,2012,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Dakshin Raypur,, ,2038,2038, ,Mark Ii Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2010,1,2010,1,2010,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2008,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,15, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2008,1,2008,1,2012,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,15, , ,1,1,2,1,1,1,1,0,0,1,1,1, , , , ,1,2008,1,2008,1,2012,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2006,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,9,-1,12, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2006,1,2006,1,2009,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2013,1,2013,1,2013,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,9,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2014,1,2016,1,2014,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2010,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,13, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2010,1,2010,1,2010,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2012,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,15,5,15, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2012,1,2012,1,2012,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,1990,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-7,7,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1990,1,2014,1,2014,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Mark Ii Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,7,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2014,1,2014,1,2014,16
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),2003,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,6,9,19, , ,1,2,1,1,1,1,1,0,0,1,1,1, , , , ,1,2003,1,2016,1,2016,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Mark Ii Handpump,2013,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,16,6,17, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2013,1,2013,1,2014,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2011,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,14,4,14, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2011,1,2011,1,2011,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2006,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,9,-1,9, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2006,1,2006,1,2006,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),2016,Low Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2016,1,2016,1,2016,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),1994,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-3,6,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1994,1,2013,1,2013,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2014,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,17,10,20, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2014,1,2017,1,2017,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,1996,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-1,6,18, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,1996,1,2013,1,2015,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2008,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,11,1,14, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2008,1,2008,1,2011,0
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Temple Pump (Mandir Pump),1990,Medium Risk,Low Risk,Basic Level of Service,Medium Priority,5,Consider Replacing Aging Components,"Well,  ",Further Technical Diagnostic Needed , , ,-7,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,1990,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Keorakhali,, ,850,850, ,Phe 6 Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,2,1,1,1,1,0,0,0,1,1, , , , ,1,2016,1,2016,1,2016,9
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Piprakhali,, ,447,447, ,Mark Ii Handpump,2016,Low Risk,Low Risk,Basic Level of Service,Medium Priority,5,Perform Routine Preventative Maintenance,,Maintain O&M and Routine Monitoring, , ,19,9,19, , ,1,1,1,1,1,1,1,0,0,0,1,1, , , , ,1,2016,1,2016,1,2016,4
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Piprakhali,, ,447,447, ,Mark Ii Handpump,2010,Medium Risk,Low Risk,Intermediate Level of Service,Low Priority,6,Consider Replacing Aging Components,"Pump,  ",Further Technical Diagnostic Needed , , ,13,3,16, , ,1,1,1,1,1,1,1,0,0,1,1,1, , , , ,1,2010,1,2010,1,2013,1
2017,India,West Bengal,South 24 Parganas,Patharprotima ,Dakshin Roypur,Piprakhali,, ,447,447, ,Phe 6 Handpump,1996,High Risk,Medium Risk,Basic Level of Service,High Priority,4,Major Repairs or Replace System,,Further Technical Diagnostic Needed, , ,-1,-11,17, , ,1,1,2,2,1,1,1,0,0,0,1,0, , , , ,1,1996,1,1996,1,2014,16
